Identifikationsnr|Typ av objekt|Benämning|Material|Namn-Konstnär|Konstnär-KulturNav|Namn-Konstruktör|Konstruktör-KulturNav|Namn-Konstruktör|Namn-Fotograf|Namn-Tillverkare|Namn-Tillverkare|Namn-Tillverkare|Datering-Fotografering|Datering-Produktion|Avbildade namn|Avbildade-KulturNav|Avbildade namn|Avbildade namn|Avbildade - orter|Ämnesord|Beskrivning|Motiv-ämnesord|Motiv-beskrivning|Rättigheter|Samling|Dimukode
S 6266|Föremål|Fartygsporträtt|Under glas|Sjöström, Lars Petter|||||Okänd fotograf|||||1880|SUPERIOR|||||Brigg|Briggen "SUPERIOR från Sölfvesborg, Captn. N. Rosenlund", sedd mot styrbords sida. Grönmålat skrov med gul list, vita däckshus. På förtoppen Neptuniflagg, på stortoppen namnvimpel, under gaffeln unionsflaggan|Brigg, Fyr, Kust, Namnvimpel, Neptuniordens vimpel, Unionsflagga||Utgången skyddstid|Sjöhistoriska museet|011024830353
S 6293|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina|Lauritz Osgaard & Sophus Olsen modellbyggeri|||||SUNNANBRIS|||||Motorfartyg, Tankfartyg, Tankmotorfartyg|Blockmodell av trä, fullt utrustad, tankmotorfartyget SUNNANBRIS av Stockholm, ex. PROCYON, (b. 1932 i Malmö, SE 1943). Skrov med rak stäv och kryssarakter, två propellrar, back, brygga midskepps, maskinrum akter|||Erkännande-Dela lika|Sjöhistoriska museet|011024830367
S 6359|Föremål|Fartygsmodell|||||||Karlsson, Anneli|Konga, Waldemar|Åkerlund, Harald|||1960|ÄSKEKÄRRSBÅTEN|||||Arkeologiskt fynd, Handelsfartyg, Rekonstruktion efter arkeologiskt fynd, Knarr, Handelsskepp||||Erkännande-Dela lika|Sjöhistoriska museet|021025899910
S 6375|Föremål|Fartygsporträtt||Andersson, H. R|||||Jonson, Johan|||||1909|ARTEMIS|||||Lastångfartyg|S/S ARTEMIS av Stockholm sedd mot styrbords sida, svartmålat skrov med rak stäv, brunmålad överbyggnad, svartmålad skorsten med vitt bälte och Södra Sveriges bolagsmärke. Ram: Saknas. Duk i kilram|Bommar, Kust, Lastångfartyg, Livbåt, Skorstensmärke, Svensk flagga, Södra Sverige, Ventiler||Utgången skyddstid|Sjöhistoriska museet|011024830424
S 6447|Föremål|Fartygsporträtt||Nyström, J.A.|||||Karlsson, Anneli|||||1862||||||Besättning, Fyr, KSSS-flagga, Kutter, Unionsflagga, Ångfartyg|Ram: Förgylld ornerad. Duk i kilram|Besättning, Fyr, Försegel, Gaffelrigg, KSSS-flagga, Kutter, Peke, Unionsflagg, Ångfartyg|Ångfartyg|Utgången skyddstid|Sjöhistoriska museet|011024830446
SM 20032|Föremål|Fartygsmodell|||||||Kristensson, Karolina|Holmström, Hj.|||||GERDA|||||Brigg|Grön under vattenlinjen, svart över. Vattenlinjen vit liksom relingen. Modellen placerad i skrå. På fockmasten namnvimpel: Gerda av Pataholm, på stormasten svensk flagga. I aktern livbåt, i fören galjonsbild föreställande kvinna i röd blus och svart kjol|||Erkännande-Dela lika|Sjöhistoriska museet|011024831236
SM 20611|Föremål|Fartygsmodell|Furu, Mässing, Al, Päronträ, Lönn||||||Okänd fotograf|Forss, Göran||||1965 - 1970|NORRTELJE|http://kulturnav.org/8aaddb29-84b8-484f-b836-73ee2a219566||||Passagerarångfartyg, Skärgårdsbåt, Waxholmsbåt|Modellen har al i skrov och däck, päronträ i styrhytt, relingslister och bänkar. Lönn i mast. Skorstenen är i mässing, liksom vissa detaljer och beslag|||Erkännande-Dela lika|Sjöhistoriska museet|011024831465
SM 23115|Föremål|Fartygsporträtt|Papper|Hägg, Jacob|||||Karlsson, Anneli|Generalstabens Litografiska Anstalt||||1912|SVERIGE|http://kulturnav.org/af12fc3d-592d-4cf4-bd5f-c9b48397ed53||||Minnesplansch, Pansarskepp||Pansarskepp, Signalflagga, Skorsten, Stävornament, Svensk örlog, Svenska flaggan, Tretungad, Örlog||Utgången skyddstid|Sjöhistoriska museet|011024832182
SM 23133|Föremål|Fartygsmodell|Trä, metall, tågvirke, textil||||||Karlsson, Anneli|Tore Pihl|||||AMERICA|||||Kappsegling, Kappseglingsskonare, Segelbåt, Skonare|Modellen har 4 segel sydda av Pihl. Ankare, spel, capstan och block inköpta. Livbåt på SB gångbord|||Erkännande-Dela lika|Sjöhistoriska museet|021025737693
SM 23150|Föremål|Fartygsmodell|Trä, metall||||||Kristensson, Karolina|Langesunds Miniatyrskipsbyggeri||||1972|AXEL JOHNSON|||||Containerfartyg, Containerfartyg, Lådracer, Lastfartyg, Lådracer, Motorfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024832191
SM 23404|Föremål|Fartygsporträtt|Duk|Hägg, Jacob|||||Okänd fotograf|||||1885|VANADIS|http://kulturnav.org/8f332289-7cfc-47b3-b1ee-5acee8051791||||Fregatt|Oljemålning VANADIS. Ram: Förgylld ornerad|Fregatt, Kanot, Latinsegel, Palmer, Segelångfartyg, Svensk flagga, Söderhavsöar, Unionsflagga, Utriggare||Utgången skyddstid|Sjöhistoriska museet|011024832260
SM 23924|Föremål|Fartygsporträtt|Duk||||||Karlsson, Anneli||||||WILHELM TERSMEDEN|||||Brigg|Fartyget för yngre unionsflagg|Besättning på däck, Brigg, Fartygsporträtt, Kaptenstavla, Oväder, Rår, Råsegel, Svensk flagga, Unionsflagga||Utgången skyddstid|Sjöhistoriska museet|011024832563
SM 23969|Föremål|Fartygsmodell|||||||Kristensson, Karolina||||||SUDAN|||||Lastmotorfartyg, Lastfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024832602
SM 24163|Föremål|Fartygsmodell|Mässing, Al, Lönn||||||Karlsson, Anneli|Forss, Göran||||1977|RIO DE JANEIRO|||||Skrovsektion lastmotorfartyg, Containersektion|Modellen, visar en 24 meter lång containersektion med vilken fartygen i Rio de Janeiro-klassen har förlängts|||Erkännande-Dela lika|Sjöhistoriska museet|021025738840
SM 24422|Föremål|Fartygsmodell|Furu, Mässing, Al, Päronträ||||||Kristensson, Karolina|Forss, Göran||||1979|MAYETT|||||Segelbåt, Havskryssare typ VEGA|Modellen är riggad med genua och storsegel samt för Vikingarnas segelsällskaps vimpel|||Erkännande-Dela lika|Sjöhistoriska museet|011024832891
SM 24684|Föremål|Fartygsmodell|Jelutong||||||Karlsson, Anneli|Olander, Rolf||||1980||||||Roslagsjakt, Roslagsskuta, Sandkil, Segelfartyg|Riggad med fock och gaffelstorsegel. Svart skrov, grön bredgång. Vit kaltopp||Sandkil|Erkännande-Dela lika|Sjöhistoriska museet|011024833089
SM 24948|Föremål|Fartygsmodell|Furu, Ek||||||Karlsson, Anneli|Jansson, Gustav||||1982||||||Färdsump, Roddsump, Bruksbåt, Allmogebåt, Roddbåt|Modell av 18 fots sump byggd på Karklö år 1898 av båtbyggare Johan Erik Nyström, Möja, för Edvard Karlsson, Karklö||Roddsump|Erkännande-Dela lika|Sjöhistoriska museet|011024833175
SM 24950|Föremål|Fartygsmodell|Furu, Ek||||||Karlsson, Anneli|Jansson, Gustav||||1982||||||Hedelinsump, Roddsump, Sump, Roddbåt|Modell av 16 fots sump byggd 1938 av båtbyggare Hildor Hedelin, Svartsjö, för Viktor Fagerlund, Gällnö||Hedelinsump|Erkännande-Dela lika|Sjöhistoriska museet|021025737694
SM 24957|Föremål|Fartygsmodell|Mässing, Al, Päronträ, Lönn, Tyg||||||Karlsson, Anneli|Forss, Göran||||1982||||||IF-båt, Internationell folkbåt, Fritidsbåt|||IF-båt|Erkännande-Dela lika|Sjöhistoriska museet|011024833178
SM 24969|Föremål|Fartygsporträtt|Duk|Okänd konstnär|||||Jonson, Johan||||||EXPRESS|||||Isbrytande passagerarångfartyg, Ångfartyg||Fyr, Is, Vinter, Isbrytare, Kust, Mås, Passagerarångfartyg||Utgången skyddstid|Sjöhistoriska museet|021025887666
SM 25513|Föremål|Fartygsmodell|Mässing, Metall, Trä||||||Kristensson, Karolina|Sverrevarvet|||||SVEABORG|||||Motorfartyg, Tankmotorfartyg|Blockmodell|||Erkännande-Dela lika|Sjöhistoriska museet|011024833358
SM 26135.A|Föremål|Livbåtsdävert|Metall, Trä||||||Kristensson, Karolina|||||||||||Dävert, Livbåt, Livbåtsdävert, Welins dävert|Modell av däcksektion med en livbåt och 2 dävertar av Welins patent|||Erkännande-Dela lika|Sjöhistoriska museet|011024833722
SM 26238|Föremål|Fartygsmodell|||||||Karlsson, Anneli|Sverrevarvet|||||TYRUSLAND|||||AB Svenska Orient Linien, Lastfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024833753
SM 26406|Föremål|Fartygsmodell|Metall, Trä||||||Kristensson, Karolina|Sverrevarvet|||||STOCKHOLM|||||Last- och passagerarfartyg, Lastfartyg, Passagerarfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024833783
SM 26667|Föremål|Fartygsmodell|Metall, Trä||||||Kristensson, Karolina||||||OCEANUS|||||Lastfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024833825
SM 26723|Föremål|Fartygsmodell|Metall, Trä||||||Kristensson, Karolina|Fermo Model Factory ApS|||||JOHNSON CHEMSTAR|||||Kemikalietanker, Motorfartyg, Tankfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024833857
SM 28083|Föremål|Fartygsmodell|Furu, Ek||||||Karlsson, Anneli|Bruhn, Stefan||||1999||||||1700-tal, Mälarjakt, Segelfartyg|Rekonstruerad mälarjakt från mitten av 1700-talet. Vitt bomullssegel. Enmastad, råsegel. Akterkajuta. Klinkbyggd. Ekspant, furubord||1700-talsmälarjakt|Erkännande-Dela lika|Sjöhistoriska museet|011024834278
SM 28909|Föremål|Fartygsmodell|||||||Karlsson, Anneli|||||2010|TITANIC|||||Oceanångfartyg, Ångfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024834807
SM 28910|Föremål|Fartygsmodell|Mässing, Trä, Plast||||||Karlsson, Anneli|||||2010|ESTONIA|||||Finlandsfärja, Lastfartyg, Passagerarfartyg, Ropax, Lastfartyg|Modell av passagerarfartyget m/s ESTONIA|||Erkännande-Dela lika|Sjöhistoriska museet|011024834812
SM 28911|Föremål|Fartygsmodell|Textil, Trä||||||Karlsson, Anneli|Bruhn, Stefan||||2010|SKULDELEV 1|||||Vingaskepp||||Erkännande-Dela lika|Sjöhistoriska museet|011024834814
SM 28941|Föremål|Fartygsmodell|||||||Karlsson, Anneli|Sverrevarvet|||||MANGALORE|||||Lastfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|021025759857
SM 28945|Föremål|Fartygsmodell|||||||Okänd fotograf|Holmberg, Svante|||||LEON|||||Skonertbrigg, Segelfartyg|Norsk skonertbrigg, LEON.|||Erkännande-Dela lika|Sjöhistoriska museet|021025899933
SM 29043|Föremål|Fartygsmodell|||||||Kristensson, Karolina||||||NORD ATLANTIC|||||Handelsfartyg||||Erkännande-Dela lika|Sjöhistoriska museet|011024835108
SM 29045|Föremål|Fartygsmodell|Trä||||||Kristensson, Karolina|Sverrevarvet||||1944|CASSIOPEIA|||||Bulkfartyg, Lastfartyg|Modell av Bulkfartyg|||Erkännande-Dela lika|Sjöhistoriska museet|011024835112
